user_id,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,date,time
637,Desktop,India,35-44,Male,A9062,Video,Health,Young Adults,0.0422730961874243,0.1098,Shared,48,0.4,1.16,2025-12-09,13:16:05
735,Desktop,India,35-44,Female,A2857,Text,Health,Travel Lovers,0.0212833656195895,0.1294,Ignored,32,1.46,0.19,2025-11-24,22:46:54
512,Mobile,India,25-34,Female,A1531,Video,Fashion,Fitness Lovers,0.1214399330773716,0.1189,Liked,42,0.21,6.88,2025-03-03,07:58:43
204,Tablet,Canada,25-34,Male,A4830,Image,Health,Travel Lovers,0.1469683012791457,0.0357,Ignored,13,0.96,0.55,2025-04-09,15:33:09
765,Desktop,Germany,25-34,Male,A8458,Video,Health,Fitness Lovers,0.1323911446821757,0.1386,Liked,21,0.74,2.48,2025-12-30,16:29:30
652,Desktop,India,45-54,Female,A1448,Text,Automotive,Fitness Lovers,0.0978156476803101,0.1349,Liked,40,1.41,0.94,2025-03-18,20:55:21
479,Tablet,Germany,45-54,Female,A8740,Image,Electronics,Young Adults,0.0491679962716113,0.1107,Liked,10,1.15,0.47,2025-02-04,08:13:29
210,Tablet,India,18-24,Male,A7584,Video,Electronics,Travel Lovers,0.1415696812594399,0.0896,Ignored,52,0.37,3.43,2025-09-16,13:30:51
606,Desktop,Canada,18-24,Female,A2473,Text,Travel,Fitness Lovers,0.0522204567185996,0.1,Ignored,55,1.15,0.45,2025-05-05,22:00:06
373,Desktop,USA,55+,Female,A6988,Image,Electronics,Young Adults,0.049152338943669,0.1401,Shared,32,1.5,0.46,2025-12-30,05:16:23
366,Tablet,USA,55+,Female,A1779,Text,Electronics,Travel Lovers,0.1065421931431404,0.1094,Liked,49,0.28,4.16,2025-04-09,08:12:05
557,Tablet,Canada,55+,Male,A2185,Text,Travel,Tech Enthusiasts,0.1040436577468287,0.0299,Commented,39,0.9,0.35,2025-09-05,06:35:25
469,Mobile,Germany,35-44,Male,A9024,Image,Fashion,Young Adults,0.1449275984210064,0.125,Ignored,42,0.97,1.87,2025-09-05,11:02:59
261,Desktop,India,18-24,Male,A7616,Video,Travel,Family Oriented,0.1478489227634249,0.1058,Ignored,48,0.81,1.93,2025-09-16,07:32:21
616,Desktop,India,18-24,Female,A7314,Video,Fashion,Family Oriented,0.0425043578459867,0.0891,Liked,43,1.12,0.34,2025-11-16,01:40:57
220,Mobile,USA,45-54,Male,A5564,Image,Fashion,Travel Lovers,0.0681624408781761,0.1447,Liked,47,0.88,1.12,2025-07-23,01:48:57
518,Mobile,UK,18-24,Male,A1810,Video,Electronics,Travel Lovers,0.1065193107668037,0.0557,Commented,49,0.31,1.91,2025-12-23,16:14:52
529,Mobile,Germany,25-34,Male,A4842,Image,Travel,Fitness Lovers,0.118966142795674,0.0107,Commented,35,0.21,0.61,2025-10-21,12:55:34
890,Mobile,UK,45-54,Male,A6785,Text,Travel,Fitness Lovers,0.1004328704673757,0.0663,Commented,27,0.35,1.9,2025-09-06,07:47:11
491,Mobile,Germany,55+,Female,A3303,Image,Automotive,Tech Enthusiasts,0.0993735045750363,0.1033,Ignored,25,0.18,5.7,2025-06-28,15:10:03
813,Mobile,Canada,25-34,Male,A7215,Text,Travel,Family Oriented,0.1397288802444079,0.0224,Shared,16,1.17,0.27,2025-12-25,20:34:48
649,Desktop,Germany,55+,Male,A4689,Image,Fashion,Fitness Lovers,0.113862651351435,0.0883,Shared,18,1.41,0.71,2025-07-19,21:03:35
895,Desktop,Canada,18-24,Female,A2427,Image,Fashion,Travel Lovers,0.0699012165396221,0.0641,Commented,32,1.44,0.31,2025-01-28,05:57:25
249,Tablet,India,35-44,Male,A5746,Video,Health,Tech Enthusiasts,0.1117713721130438,0.122,Shared,20,0.59,2.31,2025-01-30,03:04:38
234,Desktop,USA,18-24,Female,A2495,Video,Health,Tech Enthusiasts,0.0786406796960307,0.0183,Ignored,14,0.7,0.21,2025-03-26,07:59:30
334,Tablet,USA,18-24,Male,A5564,Video,Health,Young Adults,0.0344378751373993,0.0227,Liked,55,1.06,0.07,2025-02-21,21:17:07
627,Tablet,Canada,25-34,Male,A8684,Video,Travel,Tech Enthusiasts,0.1312968383467109,0.1287,Liked,15,1.36,1.24,2025-06-23,15:16:18
299,Mobile,India,18-24,Male,A9027,Video,Health,Young Adults,0.1441770889487216,0.1494,Ignored,54,1.43,1.51,2025-02-12,01:24:12
333,Desktop,Canada,18-24,Male,A7088,Video,Health,Young Adults,0.0436190523461231,0.0134,Ignored,27,0.93,0.06,2025-06-19,01:57:05
828,Desktop,USA,18-24,Female,A1234,Video,Fashion,Tech Enthusiasts,0.0225271018824862,0.0409,Commented,53,0.18,0.51,2025-08-16,01:47:53
478,Desktop,Canada,18-24,Male,A9985,Text,Fashion,Travel Lovers,0.0345274080387791,0.1045,Commented,11,0.65,0.56,2025-03-30,12:25:08
645,Mobile,Germany,35-44,Female,A8339,Video,Automotive,Travel Lovers,0.1316714318425698,0.119,Liked,44,1.24,1.26,2025-02-03,16:16:19
792,Tablet,UK,25-34,Male,A9874,Video,Electronics,Young Adults,0.0433176568022708,0.0671,Ignored,45,0.18,1.61,2025-01-13,16:48:35
185,Desktop,India,25-34,Female,A9451,Text,Automotive,Young Adults,0.0592191605515663,0.067,Liked,41,0.44,0.9,2025-08-01,20:45:43
988,Mobile,India,25-34,Female,A2781,Video,Travel,Fitness Lovers,0.1200517269479131,0.08,Commented,54,1.13,0.85,2025-12-29,16:36:24
715,Mobile,Canada,25-34,Male,A5442,Image,Travel,Family Oriented,0.0903579308647454,0.0504,Liked,51,0.12,3.8,2025-04-22,16:28:54
870,Tablet,India,45-54,Male,A8938,Image,Automotive,Young Adults,0.0304316632455714,0.031,Ignored,36,0.2,0.47,2025-09-19,11:49:23
441,Mobile,Canada,55+,Male,A1391,Video,Travel,Family Oriented,0.0817770412753152,0.1209,Ignored,29,0.37,2.67,2025-02-25,17:50:15
231,Mobile,Canada,45-54,Female,A2371,Image,Travel,Tech Enthusiasts,0.0389530266474734,0.1314,Liked,40,0.26,1.97,2025-02-21,01:50:21
845,Tablet,India,45-54,Male,A2247,Text,Health,Family Oriented,0.1213020841066472,0.0867,Shared,38,0.5,2.1,2025-08-11,17:43:54
525,Mobile,UK,45-54,Female,A2832,Video,Fashion,Family Oriented,0.0181412317541733,0.014,Liked,12,0.76,0.03,2025-02-06,07:09:15
648,Desktop,UK,25-34,Male,A8114,Image,Automotive,Tech Enthusiasts,0.1024599799921684,0.1313,Ignored,24,1.08,1.25,2025-07-14,22:41:38
282,Mobile,UK,35-44,Female,A1018,Video,Fashion,Young Adults,0.0431692658191593,0.0172,Liked,54,0.48,0.15,2025-10-12,04:11:03
768,Tablet,UK,18-24,Female,A7285,Image,Health,Tech Enthusiasts,0.0216822223842674,0.1011,Commented,43,1.1,0.2,2025-04-28,21:22:28
532,Desktop,UK,45-54,Female,A1602,Text,Travel,Tech Enthusiasts,0.0800466367645625,0.0265,Ignored,12,0.91,0.23,2025-08-26,21:51:00
387,Tablet,UK,25-34,Male,A1566,Image,Automotive,Young Adults,0.0953555155377823,0.067,Commented,29,1.38,0.46,2025-03-24,00:42:47
430,Tablet,UK,45-54,Male,A9657,Video,Health,Fitness Lovers,0.0777363437719658,0.0771,Liked,45,1.43,0.42,2025-01-09,02:23:11
293,Mobile,USA,45-54,Male,A7387,Image,Health,Young Adults,0.081789321447509,0.073,Shared,46,0.67,0.89,2025-02-11,19:26:05
865,Mobile,UK,45-54,Female,A5109,Video,Electronics,Fitness Lovers,0.0989161856518523,0.0972,Shared,19,0.38,2.53,2025-12-08,05:01:11
831,Tablet,UK,18-24,Female,A4518,Video,Fashion,Travel Lovers,0.0973863728243235,0.042,Shared,39,0.88,0.46,2025-09-22,07:00:02
219,Desktop,India,45-54,Male,A7856,Text,Health,Family Oriented,0.1207290439983425,0.1125,Commented,22,1.42,0.96,2025-10-20,06:52:26
927,Desktop,Germany,18-24,Female,A6765,Video,Health,Fitness Lovers,0.0954526033641477,0.0444,Commented,60,0.5,0.85,2025-12-25,14:59:59
507,Tablet,USA,18-24,Female,A4454,Video,Travel,Fitness Lovers,0.124063552279612,0.0625,Ignored,33,1.2,0.65,2025-03-09,04:53:56
568,Desktop,USA,55+,Female,A2762,Image,Fashion,Family Oriented,0.139000493067675,0.0928,Shared,56,0.68,1.9,2025-09-22,11:42:43
991,Desktop,India,18-24,Male,A6464,Image,Automotive,Travel Lovers,0.1445809969227431,0.1262,Commented,47,1.18,1.55,2025-09-15,00:01:49
871,Desktop,Canada,25-34,Female,A2269,Video,Electronics,Travel Lovers,0.1210523356802335,0.1213,Commented,46,1.02,1.44,2025-11-29,16:03:03
613,Desktop,Germany,55+,Female,A8279,Text,Health,Family Oriented,0.0299692874141314,0.1069,Commented,25,1.11,0.29,2025-11-19,03:51:37
634,Mobile,UK,18-24,Female,A7630,Video,Travel,Family Oriented,0.1160731954594189,0.0891,Ignored,59,0.99,1.04,2025-03-31,15:02:39
242,Mobile,India,25-34,Female,A3092,Image,Fashion,Young Adults,0.0832853060137143,0.0919,Shared,34,0.97,0.79,2025-12-02,14:01:36
952,Desktop,Germany,25-34,Female,A6204,Text,Automotive,Family Oriented,0.0253495242023169,0.0866,Ignored,32,1.37,0.16,2025-01-10,13:35:50
457,Mobile,USA,35-44,Female,A4196,Image,Travel,Tech Enthusiasts,0.1138727603591232,0.058,Ignored,56,0.82,0.81,2025-08-22,11:45:50
163,Mobile,USA,45-54,Female,A3633,Video,Fashion,Travel Lovers,0.1161257426374675,0.077,Liked,39,0.89,1.0,2025-11-04,21:10:31
901,Desktop,UK,35-44,Female,A2144,Video,Automotive,Young Adults,0.1305980245612565,0.1274,Commented,26,0.52,3.2,2025-06-18,17:55:50
973,Mobile,India,25-34,Female,A4241,Video,Electronics,Tech Enthusiasts,0.138929505059624,0.1203,Commented,41,1.42,1.18,2025-04-21,02:10:32
793,Mobile,Canada,18-24,Male,A2972,Image,Travel,Tech Enthusiasts,0.0932343173193441,0.1185,Shared,32,0.86,1.28,2025-08-05,23:14:05
128,Mobile,USA,45-54,Male,A6336,Text,Electronics,Family Oriented,0.0894341614054378,0.0617,Ignored,48,0.3,1.84,2025-10-24,21:06:35
911,Tablet,India,45-54,Male,A5948,Video,Automotive,Young Adults,0.0124938822363749,0.1245,Commented,49,1.33,0.12,2025-04-11,00:08:39
632,Mobile,Germany,25-34,Female,A6745,Video,Electronics,Travel Lovers,0.1214799368058592,0.0314,Liked,43,1.03,0.37,2025-02-12,12:03:23
424,Tablet,Canada,18-24,Male,A3346,Video,Automotive,Fitness Lovers,0.1339190791294842,0.1469,Ignored,21,0.17,11.57,2025-03-07,11:55:12
932,Mobile,Canada,35-44,Female,A9364,Text,Automotive,Fitness Lovers,0.0401349609889494,0.1446,Shared,24,0.17,3.41,2025-12-11,19:33:58
277,Desktop,USA,25-34,Male,A5592,Text,Health,Fitness Lovers,0.0272257095980072,0.0846,Commented,21,0.61,0.38,2025-07-12,19:06:08
679,Tablet,USA,35-44,Male,A9812,Video,Electronics,Fitness Lovers,0.0629172542048348,0.1072,Ignored,55,0.56,1.2,2025-10-21,13:22:19
660,Mobile,UK,18-24,Female,A9792,Text,Travel,Fitness Lovers,0.1004842249626163,0.0627,Commented,33,1.25,0.5,2025-12-11,09:35:07
765,Tablet,Germany,35-44,Female,A4367,Text,Electronics,Tech Enthusiasts,0.0910515550252561,0.1138,Liked,10,1.09,0.95,2025-11-10,17:35:54
227,Mobile,India,35-44,Male,A1431,Image,Fashion,Travel Lovers,0.0312238895754422,0.0825,Liked,25,0.36,0.72,2025-01-25,14:16:44
762,Desktop,India,25-34,Male,A6260,Video,Travel,Tech Enthusiasts,0.028490952619843,0.0173,Liked,50,0.6,0.08,2025-01-02,21:47:48
458,Tablet,Canada,45-54,Male,A7949,Image,Automotive,Tech Enthusiasts,0.1016180957473111,0.1303,Liked,49,0.76,1.74,2025-12-11,20:03:06
199,Desktop,Canada,25-34,Male,A9242,Text,Electronics,Tech Enthusiasts,0.0597999726952489,0.1374,Liked,28,0.8,1.03,2025-01-13,14:11:16
580,Mobile,USA,55+,Female,A6955,Text,Automotive,Fitness Lovers,0.101762556158941,0.1389,Liked,42,0.37,3.82,2025-08-04,12:53:42
590,Desktop,Germany,45-54,Female,A4259,Image,Health,Travel Lovers,0.1375391996151112,0.1013,Liked,20,1.15,1.21,2025-11-29,01:47:30
203,Tablet,USA,35-44,Male,A2282,Video,Electronics,Travel Lovers,0.0161955459692946,0.1053,Shared,53,0.5,0.34,2025-05-29,04:00:38
340,Mobile,Germany,35-44,Male,A4678,Image,Electronics,Travel Lovers,0.0761973426439219,0.0238,Liked,30,1.33,0.14,2025-01-04,20:24:47
625,Tablet,Germany,25-34,Male,A9800,Video,Health,Tech Enthusiasts,0.0418673520250048,0.045,Ignored,24,1.49,0.13,2025-11-18,22:02:18
909,Mobile,Canada,25-34,Female,A3665,Image,Travel,Travel Lovers,0.0166793170930659,0.0964,Shared,49,0.46,0.35,2025-11-13,21:59:11
248,Tablet,India,18-24,Female,A6453,Video,Fashion,Travel Lovers,0.0115969362553712,0.0814,Shared,45,1.01,0.09,2025-03-04,16:51:39
495,Tablet,Germany,18-24,Female,A9491,Text,Automotive,Family Oriented,0.1141584860205748,0.1076,Commented,59,0.38,3.23,2025-12-16,15:04:03
590,Tablet,Germany,45-54,Male,A4008,Text,Automotive,Young Adults,0.0865751463234267,0.1144,Ignored,33,1.46,0.68,2025-01-16,22:30:11
151,Mobile,Canada,55+,Female,A8153,Text,Health,Travel Lovers,0.02027653884294,0.1224,Shared,25,1.35,0.18,2025-06-05,14:20:02
111,Mobile,India,25-34,Female,A2872,Video,Electronics,Fitness Lovers,0.0559298904507314,0.0314,Ignored,29,1.13,0.16,2025-06-06,11:32:35
177,Tablet,India,18-24,Male,A7948,Image,Electronics,Family Oriented,0.100620064396952,0.1322,Ignored,43,1.33,1.0,2025-06-12,22:27:43
742,Desktop,Canada,45-54,Male,A6181,Image,Electronics,Travel Lovers,0.051502358975887,0.1466,Ignored,15,1.07,0.71,2025-06-23,04:52:38
447,Desktop,Canada,18-24,Male,A4685,Image,Health,Family Oriented,0.1204889889802011,0.0664,Ignored,20,1.36,0.59,2025-09-06,07:02:09
558,Desktop,India,18-24,Male,A7994,Image,Electronics,Tech Enthusiasts,0.014489550830932,0.1302,Liked,25,0.22,0.86,2025-06-26,17:20:35
330,Mobile,India,18-24,Male,A4395,Image,Health,Young Adults,0.1122315592533639,0.0438,Liked,55,0.36,1.37,2025-11-29,19:41:22
777,Mobile,Canada,55+,Female,A2049,Video,Travel,Fitness Lovers,0.1136080277039248,0.0547,Shared,35,0.92,0.68,2025-04-29,22:20:32
659,Desktop,UK,18-24,Male,A9466,Video,Health,Family Oriented,0.0882880100959935,0.028,Ignored,51,1.1,0.22,2025-09-27,09:47:18
652,Tablet,UK,18-24,Male,A6035,Image,Health,Young Adults,0.0334821353900118,0.0827,Commented,38,0.59,0.47,2025-08-28,17:04:37
184,Desktop,Germany,35-44,Male,A9601,Image,Travel,Fitness Lovers,0.1093517448146591,0.0118,Ignored,38,0.94,0.14,2025-09-08,13:17:26
165,Tablet,Germany,25-34,Male,A7279,Text,Health,Tech Enthusiasts,0.14592372886424,0.1174,Liked,16,1.0,1.71,2025-09-05,01:49:37
241,Desktop,UK,18-24,Male,A9616,Image,Automotive,Fitness Lovers,0.0752934086969415,0.0451,Shared,37,0.77,0.44,2025-03-16,07:47:04
863,Tablet,India,35-44,Male,A6578,Image,Health,Fitness Lovers,0.0170855882530754,0.1338,Shared,43,0.39,0.59,2025-03-09,23:37:00
754,Desktop,Germany,18-24,Male,A5005,Video,Travel,Tech Enthusiasts,0.0183661668363353,0.0183,Ignored,22,0.84,0.04,2025-06-30,00:43:26
709,Desktop,Germany,35-44,Female,A2517,Text,Health,Fitness Lovers,0.1292085270763833,0.1468,Liked,54,0.59,3.21,2025-07-12,16:23:42
236,Desktop,India,55+,Female,A5732,Image,Health,Fitness Lovers,0.0889068243880496,0.0805,Ignored,10,1.49,0.48,2025-05-08,13:49:08
743,Tablet,USA,45-54,Female,A9207,Image,Electronics,Family Oriented,0.101439730771436,0.039,Liked,33,1.35,0.29,2025-06-01,22:51:39
615,Desktop,India,35-44,Female,A5118,Video,Health,Fitness Lovers,0.039351273321554,0.0437,Shared,12,1.18,0.15,2025-10-19,07:26:18
672,Tablet,USA,55+,Male,A3012,Text,Travel,Travel Lovers,0.1130570878200866,0.0972,Commented,14,0.49,2.24,2025-04-30,06:04:51
240,Tablet,USA,25-34,Male,A3814,Video,Travel,Fitness Lovers,0.0487439620672324,0.0246,Ignored,17,0.36,0.33,2025-04-07,14:11:51
466,Tablet,Canada,45-54,Female,A1295,Video,Automotive,Family Oriented,0.0734231719799987,0.1374,Ignored,42,0.5,2.02,2025-07-20,07:05:51
112,Desktop,Canada,45-54,Male,A1866,Image,Automotive,Travel Lovers,0.107491886737942,0.1362,Liked,17,0.13,11.26,2025-02-06,11:29:44
902,Desktop,UK,25-34,Male,A5585,Video,Automotive,Family Oriented,0.1212764275508074,0.1331,Ignored,57,0.92,1.75,2025-05-14,01:29:13
153,Desktop,Canada,45-54,Female,A6764,Video,Automotive,Fitness Lovers,0.119134002619235,0.061,Liked,39,1.13,0.64,2025-08-28,13:18:46
974,Desktop,Germany,25-34,Female,A5596,Image,Automotive,Young Adults,0.1488416721027874,0.1196,Ignored,10,0.58,3.07,2025-08-13,08:44:32
847,Desktop,Canada,25-34,Male,A3398,Text,Health,Young Adults,0.0284014573029567,0.129,Shared,51,0.13,2.82,2025-03-23,14:45:29
312,Desktop,Germany,35-44,Male,A4414,Text,Electronics,Travel Lovers,0.0955298458269411,0.0904,Liked,24,0.57,1.52,2025-10-12,22:23:57
535,Mobile,Germany,18-24,Male,A6718,Text,Health,Family Oriented,0.1024766810601317,0.0133,Shared,45,1.49,0.09,2025-02-13,03:14:42
737,Mobile,Germany,45-54,Female,A5852,Video,Fashion,Fitness Lovers,0.0906733270826392,0.0446,Commented,36,1.4,0.29,2025-05-16,10:38:05
869,Mobile,Canada,35-44,Male,A8065,Image,Automotive,Family Oriented,0.0871905439039338,0.0749,Liked,54,1.26,0.52,2025-07-22,09:56:36
914,Desktop,Canada,18-24,Male,A4447,Video,Health,Travel Lovers,0.0143495571280219,0.019,Shared,49,1.04,0.03,2025-09-01,17:53:03
626,Desktop,Canada,18-24,Female,A8340,Text,Electronics,Fitness Lovers,0.0785981024472028,0.1352,Liked,51,0.51,2.08,2025-09-10,22:09:34
741,Tablet,UK,55+,Male,A4595,Image,Travel,Travel Lovers,0.1259367953809607,0.1239,Commented,43,0.36,4.33,2025-09-07,08:26:18
787,Desktop,UK,35-44,Male,A3538,Video,Automotive,Young Adults,0.0702482971109273,0.031,Liked,30,0.89,0.24,2025-12-20,19:20:27
354,Tablet,USA,18-24,Female,A9787,Image,Fashion,Fitness Lovers,0.0598234088563436,0.1476,Shared,11,0.12,7.36,2025-12-30,07:26:07
499,Tablet,India,18-24,Female,A3513,Text,Travel,Young Adults,0.0526146393083749,0.0241,Commented,57,0.92,0.14,2025-07-23,09:21:02
259,Desktop,Canada,25-34,Female,A6068,Text,Automotive,Travel Lovers,0.0512306496905446,0.1468,Shared,43,0.76,0.99,2025-03-06,03:28:50
800,Mobile,India,18-24,Male,A4001,Image,Fashion,Travel Lovers,0.0318842089072478,0.1411,Shared,58,0.42,1.07,2025-05-27,13:19:55
888,Desktop,Canada,45-54,Female,A7744,Text,Travel,Family Oriented,0.0859050628463215,0.0328,Ignored,47,0.9,0.31,2025-11-15,14:05:26
299,Tablet,Germany,55+,Male,A1077,Image,Health,Family Oriented,0.0397007132739242,0.0231,Shared,38,1.36,0.07,2025-11-05,04:12:59
254,Desktop,India,25-34,Female,A6105,Video,Automotive,Travel Lovers,0.0505700018281518,0.0366,Shared,49,0.93,0.2,2025-02-15,18:39:12
882,Mobile,Germany,35-44,Male,A1065,Text,Fashion,Tech Enthusiasts,0.046375036183138,0.0533,Liked,24,0.57,0.43,2025-10-01,17:13:11
400,Mobile,USA,25-34,Female,A3005,Video,Health,Young Adults,0.1173178530231756,0.1114,Commented,24,1.1,1.19,2025-04-21,17:33:52
106,Tablet,UK,45-54,Female,A7581,Image,Automotive,Fitness Lovers,0.0355927243328837,0.1183,Shared,41,1.08,0.39,2025-11-30,02:52:53
144,Desktop,India,18-24,Male,A9031,Image,Travel,Young Adults,0.0759831409524363,0.0219,Liked,31,0.89,0.19,2025-07-10,13:06:14
716,Desktop,USA,18-24,Male,A4107,Video,Fashion,Travel Lovers,0.1457752399567086,0.0278,Liked,54,0.31,1.31,2025-10-25,05:36:06
364,Tablet,UK,35-44,Male,A3812,Video,Fashion,Fitness Lovers,0.0833934816243511,0.0783,Liked,49,0.63,1.04,2025-03-06,22:28:51
443,Mobile,USA,18-24,Female,A1322,Video,Fashion,Young Adults,0.1061898755708394,0.0658,Commented,52,1.19,0.59,2025-06-26,23:29:32
335,Tablet,USA,45-54,Female,A4891,Image,Travel,Fitness Lovers,0.1043325853585054,0.1148,Liked,14,1.49,0.8,2025-04-21,11:10:57
228,Mobile,Canada,18-24,Male,A4099,Image,Electronics,Fitness Lovers,0.0734577441496902,0.0425,Shared,40,0.93,0.34,2025-08-03,16:23:05
596,Tablet,UK,25-34,Female,A6970,Image,Health,Young Adults,0.1112995043102195,0.0892,Commented,53,0.86,1.15,2025-11-03,01:55:14
639,Desktop,India,18-24,Female,A3402,Image,Travel,Family Oriented,0.1350593288150323,0.0842,Ignored,11,0.57,2.0,2025-05-17,10:53:56
704,Tablet,UK,25-34,Male,A6171,Image,Fashion,Tech Enthusiasts,0.0165805145888507,0.0862,Commented,47,0.47,0.3,2025-11-19,05:07:24
463,Desktop,Germany,25-34,Male,A1754,Image,Health,Travel Lovers,0.0738475304704278,0.0157,Shared,43,0.56,0.21,2025-10-23,18:13:36
735,Mobile,UK,18-24,Female,A7933,Text,Automotive,Young Adults,0.0240586696575364,0.085,Ignored,51,0.37,0.55,2025-03-12,11:24:06
958,Tablet,Canada,55+,Female,A1441,Image,Electronics,Family Oriented,0.0864328455590211,0.0658,Shared,54,1.36,0.42,2025-12-19,00:26:09
547,Mobile,USA,55+,Male,A7367,Text,Electronics,Young Adults,0.0699202387125553,0.0761,Ignored,15,0.93,0.57,2025-11-02,17:02:56
278,Mobile,USA,18-24,Female,A1168,Text,Travel,Tech Enthusiasts,0.1373302218044058,0.0197,Liked,29,0.89,0.3,2025-04-27,19:49:37
532,Mobile,India,25-34,Male,A4682,Video,Electronics,Family Oriented,0.0718000290472957,0.024,Shared,39,0.73,0.24,2025-11-17,01:07:54
566,Mobile,USA,55+,Female,A4447,Video,Electronics,Family Oriented,0.0848579779119203,0.0793,Ignored,32,0.45,1.5,2025-07-19,06:15:30
199,Mobile,USA,45-54,Female,A4628,Text,Electronics,Travel Lovers,0.0322800480799728,0.1286,Ignored,47,1.05,0.4,2025-10-17,20:44:04
986,Desktop,UK,25-34,Male,A4114,Text,Fashion,Fitness Lovers,0.0851877506110583,0.0581,Commented,15,1.21,0.41,2025-03-14,02:04:26
223,Tablet,USA,25-34,Female,A7871,Text,Health,Young Adults,0.0745501831246141,0.1299,Liked,52,1.36,0.71,2025-01-19,09:27:12
306,Desktop,Germany,45-54,Male,A5699,Video,Automotive,Young Adults,0.0474318788033796,0.0223,Ignored,19,0.49,0.22,2025-11-12,18:37:36
449,Mobile,USA,55+,Female,A8212,Video,Automotive,Young Adults,0.0695277863492085,0.1293,Ignored,56,1.31,0.69,2025-06-29,10:27:21
725,Desktop,Canada,18-24,Female,A4513,Video,Travel,Travel Lovers,0.1323133394755732,0.0616,Shared,58,0.41,1.99,2025-03-13,17:50:03
804,Tablet,USA,25-34,Male,A4729,Image,Travel,Family Oriented,0.0496006162565772,0.112,Liked,59,0.87,0.64,2025-03-13,14:25:30
725,Tablet,UK,18-24,Male,A8209,Image,Automotive,Travel Lovers,0.0429492871956721,0.1343,Shared,35,0.52,1.11,2025-01-16,07:06:44
754,Tablet,USA,25-34,Male,A2625,Video,Automotive,Young Adults,0.0369751926528036,0.0571,Liked,42,0.98,0.22,2025-06-02,07:03:48
360,Mobile,USA,35-44,Male,A4891,Text,Health,Fitness Lovers,0.1121099467342611,0.0843,Commented,36,0.29,3.26,2025-05-12,08:16:25
850,Desktop,USA,25-34,Male,A8327,Image,Fashion,Travel Lovers,0.0271445480677941,0.1047,Ignored,33,0.6,0.47,2025-10-27,17:03:25
588,Tablet,UK,25-34,Female,A9866,Video,Fashion,Family Oriented,0.0563214776371759,0.0118,Ignored,12,1.25,0.05,2025-10-22,21:06:51
840,Tablet,UK,55+,Female,A4432,Image,Automotive,Young Adults,0.0664151193264447,0.0782,Shared,12,0.23,2.26,2025-02-11,02:16:25
941,Tablet,USA,35-44,Female,A5193,Text,Health,Fitness Lovers,0.1057499496756295,0.0388,Liked,35,1.34,0.31,2025-01-11,21:39:31
146,Desktop,Germany,45-54,Female,A8094,Text,Fashion,Travel Lovers,0.018433731167146,0.0195,Commented,53,0.49,0.07,2025-10-23,14:46:38
774,Mobile,India,18-24,Male,A6071,Video,Automotive,Fitness Lovers,0.0386876057161357,0.147,Commented,10,0.81,0.7,2025-04-30,21:24:23
872,Mobile,Canada,55+,Female,A7902,Image,Fashion,Fitness Lovers,0.0260924319563571,0.0781,Ignored,57,1.0,0.2,2025-04-27,22:39:45
492,Desktop,USA,25-34,Male,A5122,Video,Automotive,Travel Lovers,0.0402752523234095,0.0639,Ignored,53,0.87,0.3,2025-06-16,12:51:43
952,Tablet,UK,35-44,Male,A2257,Image,Travel,Travel Lovers,0.0650361604353895,0.0347,Shared,19,0.25,0.9,2025-09-25,06:02:11
405,Desktop,Germany,25-34,Female,A6687,Image,Fashion,Travel Lovers,0.0361494211341971,0.0738,Ignored,16,0.83,0.32,2025-12-26,11:50:42
498,Tablet,Germany,35-44,Male,A1300,Image,Electronics,Fitness Lovers,0.1350523253691593,0.109,Liked,22,1.25,1.18,2025-01-03,20:28:11
283,Desktop,UK,45-54,Female,A4058,Video,Health,Young Adults,0.0872233588919003,0.1104,Ignored,56,0.29,3.32,2025-10-03,09:10:47
369,Mobile,UK,25-34,Male,A2488,Image,Travel,Young Adults,0.1306323920162104,0.0505,Commented,12,1.14,0.58,2025-07-10,08:39:07
660,Mobile,Canada,45-54,Female,A7522,Image,Electronics,Fitness Lovers,0.1449389643916999,0.1071,Liked,48,1.18,1.32,2025-11-03,11:33:17
954,Desktop,Germany,25-34,Male,A3107,Video,Travel,Fitness Lovers,0.095652810257948,0.0805,Commented,35,0.11,7.0,2025-09-29,01:09:59
448,Desktop,Canada,18-24,Female,A5860,Image,Health,Travel Lovers,0.1407419701607542,0.1395,Commented,20,0.58,3.39,2025-06-09,13:05:57
194,Desktop,Germany,55+,Male,A7981,Text,Health,Family Oriented,0.0817655952409346,0.0651,Commented,20,0.73,0.73,2025-09-06,06:18:11
416,Mobile,UK,35-44,Female,A6408,Image,Travel,Family Oriented,0.0592773039093438,0.0776,Ignored,24,0.76,0.61,2025-07-07,07:59:26
972,Mobile,Germany,55+,Male,A9924,Text,Travel,Family Oriented,0.0380405514684508,0.1129,Liked,20,0.35,1.23,2025-02-04,13:25:04
604,Desktop,Germany,55+,Male,A1326,Video,Health,Tech Enthusiasts,0.0240133346266617,0.1214,Commented,36,1.27,0.23,2025-01-26,11:36:34
258,Desktop,Canada,25-34,Female,A6413,Image,Health,Tech Enthusiasts,0.0659358270770358,0.0351,Ignored,16,1.03,0.22,2025-12-24,21:45:29
